ObjectID,PositionX,PositionY,Timestamp, X,Y,Theta
2,-0.6127,0.6071,1738067378.667000,-0.0011,-0.0037,-0.0000
2,-0.6127,0.6196,1738067378.952000,-0.0010,-0.0004,-0.0004
2,-0.6001,0.6447,1738067379.298000,-0.0025,-0.0010,-0.0013
2,-0.6127,0.6196,1738067379.581000,-0.0053,-0.0006,-0.0012
2,-0.6127,0.6196,1738067379.802000,-0.0073,0.0053,-0.0009
2,-0.6377,0.6483,1738067380.370000,-0.0107,0.0058,-0.0032
2,-0.6628,0.6196,1738067380.653000,-0.0115,0.0087,-0.0034
2,-0.6478,0.6196,1738067380.936000,-0.0161,0.0122,-0.0047
2,-0.6628,0.6196,1738067381.156000,-0.0189,0.0162,-0.0038
2,-0.6628,0.6196,1738067381.439000,-0.0197,0.0163,-0.0042
2,-0.6127,0.6196,1738067381.723000,-0.0023,-0.0030,-0.0013
2,-0.5976,0.6296,1738067382.022000,-0.0017,-0.0026,0.0004
2,-0.6077,0.5895,1738067382.290000,-0.0007,0.0024,-0.0008
2,-0.6252,0.5945,1738067382.575000,0.0020,-0.0044,-0.0001
2,-0.6177,0.6397,1738067382.779000,-0.0003,-0.0028,0.0003
2,-0.6210,0.6196,1738067383.236000,0.0006,-0.0043,0.0012
2,-0.6277,0.5996,1738067383.504000,0.0001,-0.0019,0.0007
2,-0.6210,0.6196,1738067383.803000,-0.0005,0.0009,-0.0004
2,-0.6277,0.5996,1738067384.070000,-0.0008,0.0010,-0.0009
2,-0.6277,0.5996,1738067384.354000,-0.0004,0.0020,-0.0016
2,-0.6234,0.6053,1738067384.590000,0.0007,0.0008,0.0005
2,-0.6277,0.5996,1738067384.858000,-0.0018,0.0051,-0.0013
2,-0.6294,0.5862,1738067385.079000,-0.0012,0.0022,-0.0014
2,-0.6177,0.5996,1738067385.283000,-0.0054,-0.0003,-0.0026
2,-0.6294,0.5862,1738067385.582000,-0.0046,-0.0014,-0.0010
2,-0.6177,0.5996,1738067385.850000,-0.0034,-0.0009,-0.0012
2,-0.6234,0.5838,1738067386.138000,-0.0020,-0.0027,-0.0010
2,-0.6177,0.5996,1738067386.432000,-0.0026,0.0017,-0.0015
2,-0.6177,0.5996,1738067386.637000,-0.0010,-0.0014,-0.0004
2,-0.6210,0.6196,1738067386.844000,-0.0021,-0.0020,0.0004
2,-0.6177,0.5996,1738067387.125000,-0.0005,-0.0002,-0.0004
2,-0.6294,0.5862,1738067387.351000,-0.0021,-0.0013,-0.0002
2,-0.6163,0.6339,1738067387.629000,-0.0016,0.0002,-0.0005
2,-0.6177,0.5996,1738067387.912000,-0.0012,-0.0007,-0.0010
2,-0.6177,0.5996,1738067388.196000,0.0003,-0.0011,-0.0004
2,-0.6127,0.6196,1738067388.432000,-0.0008,-0.0002,0.0002
2,-0.6294,0.5862,1738067388.699000,-0.0010,-0.0005,-0.0004
2,-0.6177,0.5996,1738067388.986000,-0.0029,0.0005,-0.0003
2,-0.6177,0.5996,1738067389.264000,-0.0015,0.0029,0.0002
2,-0.6277,0.5996,1738067389.549000,-0.0019,0.0054,-0.0006
2,-0.6294,0.5862,1738067389.767000,-0.0006,0.0038,0.0001
2,-0.6294,0.5862,1738067390.050000,-0.0025,0.0018,-0.0012
2,-0.6177,0.5996,1738067390.332000,-0.0038,0.0070,-0.0014
2,-0.6177,0.5996,1738067390.631000,-0.0018,0.0021,-0.0003
2,-0.6127,0.5945,1738067390.850000,-0.0001,0.0042,-0.0005
2,-0.6001,0.6071,1738067391.118000,-0.0002,0.0070,-0.0008
2,-0.6077,0.5895,1738067391.400000,-0.0014,0.0059,-0.0003
2,-0.6077,0.5895,1738067391.684000,-0.0016,0.0022,-0.0012
2,-0.6077,0.5895,1738067391.983000,-0.0015,0.0014,0.0005
2,-0.6001,0.6071,1738067392.202000,-0.0022,0.0066,-0.0003
2,-0.6043,0.6113,1738067392.488000,-0.0018,0.0054,0.0002
2,-0.6210,0.5778,1738067392.754000,0.0002,0.0073,-0.0001
2,-0.6001,0.6071,1738067392.977000,-0.0019,0.0070,-0.0019
2,-0.6277,0.5594,1738067393.198000,-0.0016,0.0073,-0.0001
2,-0.6077,0.5895,1738067393.482000,-0.0049,0.0105,-0.0028
2,-0.5792,0.5862,1738067393.765000,-0.0041,0.0080,-0.0028
2,-0.5675,0.5996,1738067394.049000,-0.0024,0.0009,-0.0013
2,-0.5375,0.5945,1738067394.252000,0.0007,0.0004,0.0001
2,-0.5675,0.5996,1738067394.459000,-0.0013,-0.0039,-0.0009
2,-0.5675,0.5996,1738067394.740000,-0.0016,-0.0009,-0.0008
2,-0.5776,0.5594,1738067395.024000,-0.0028,0.0043,-0.0026
2,-0.5876,0.5444,1738067395.261000,-0.0008,-0.0001,-0.0011
2,-0.5776,0.5594,1738067395.545000,-0.0033,0.0023,-0.0018
2,-0.5792,0.5862,1738067395.813000,-0.0027,0.0010,-0.0007
2,-0.5792,0.5862,1738067396.018000,-0.0004,0.0075,-0.0014
2,-0.5675,0.5996,1738067396.239000,-0.0023,0.0090,-0.0012
2,-0.5939,0.5883,1738067396.522000,-0.0047,0.0079,-0.0013
2,-0.6043,0.5611,1738067396.823000,-0.0041,0.0058,-0.0016
2,-0.5876,0.5569,1738067397.091000,-0.0053,0.0102,-0.0016
2,-0.5976,0.5795,1738067397.312000,-0.0050,0.0103,-0.0015
2,-0.5792,0.5862,1738067397.520000,-0.0042,0.0098,-0.0016
2,-0.5876,0.5695,1738067397.817000,-0.0058,0.0131,-0.0021
2,-0.5792,0.5862,1738067398.038000,-0.0045,0.0109,-0.0019
2,-0.5876,0.5695,1738067398.307000,-0.0057,0.0102,-0.0033
2,-0.5960,0.6029,1738067398.511000,-0.0042,0.0032,-0.0019
2,-0.6077,0.5895,1738067398.731000,-0.0041,0.0021,-0.0016
2,-0.6754,0.5569,1738067399.581000,-0.0039,0.0097,-0.0037
2,-0.6754,0.5569,1738067399.817000,-0.0048,0.0076,-0.0031
2,-0.6754,0.5569,1738067400.084000,-0.0051,0.0118,-0.0036
2,-0.6754,0.5569,1738067400.367000,-0.0032,0.0037,-0.0022
2,-0.6754,0.5569,1738067400.667000,-0.0039,0.0064,-0.0025
2,-0.6754,0.5569,1738067400.871000,-0.0031,0.0054,-0.0013
2,-0.6754,0.5569,1738067401.156000,-0.0034,0.0056,-0.0021
2,-0.6754,0.5569,1738067401.360000,-0.0061,0.0124,-0.0033
2,-0.6754,0.5569,1738067401.642000,-0.0034,0.0094,-0.0027
2,-0.6754,0.5569,1738067401.863000,-0.0022,0.0099,-0.0026
2,-0.6754,0.5569,1738067402.146000,-0.0050,0.0036,-0.0030
2,-0.7004,0.5820,1738067402.430000,-0.0049,0.0112,-0.0031
2,-0.7130,0.5945,1738067402.731000,-0.0042,0.0118,-0.0031
2,-0.7130,0.5945,1738067402.986000,-0.0045,0.0076,-0.0029
3,3.0230,0.9706,1738067378.667000,-0.0011,-0.0037,-0.0000
3,2.9854,0.9957,1738067378.952000,-0.0010,-0.0004,-0.0004
3,2.9854,0.9957,1738067379.298000,-0.0025,-0.0010,-0.0013
3,3.0105,0.9832,1738067379.581000,-0.0053,-0.0006,-0.0012
3,3.0230,0.9832,1738067379.802000,-0.0073,0.0053,-0.0009
3,2.9729,1.0136,1738067380.370000,-0.0107,0.0058,-0.0032
3,2.9872,0.9993,1738067380.653000,-0.0115,0.0087,-0.0034
3,3.0030,1.0007,1738067380.936000,-0.0161,0.0122,-0.0047
3,2.9729,1.0459,1738067381.439000,-0.0197,0.0163,-0.0042
1,-1.0389,5.6344,1738067379.802000,-0.0073,0.0053,-0.0009
10,2.9165,1.3279,1738067381.723000,-0.0023,-0.0030,-0.0013
10,2.8642,1.4470,1738067382.022000,-0.0017,-0.0026,0.0004
10,2.8475,1.7103,1738067382.290000,-0.0007,0.0024,-0.0008
10,2.8153,2.1384,1738067382.779000,-0.0003,-0.0028,0.0003
10,2.7572,2.4249,1738067382.999000,-0.0006,-0.0029,0.0009
10,2.8350,2.6506,1738067383.236000,0.0006,-0.0043,0.0012
10,2.3962,3.1270,1738067383.803000,-0.0005,0.0009,-0.0004
10,2.0535,3.7455,1738067384.354000,-0.0004,0.0020,-0.0016
10,1.8529,3.8792,1738067384.590000,0.0007,0.0008,0.0005
10,1.4985,3.9093,1738067384.858000,-0.0018,0.0051,-0.0013
10,1.2428,4.0046,1738067385.079000,-0.0012,0.0022,-0.0014
10,0.9956,4.0082,1738067385.283000,-0.0054,-0.0003,-0.0026
10,0.6410,4.0046,1738067385.582000,-0.0046,-0.0014,-0.0010
10,0.3752,3.8391,1738067385.850000,-0.0034,-0.0009,-0.0012
10,0.2148,3.7087,1738067386.138000,-0.0020,-0.0027,-0.0010
10,-0.0861,3.6428,1738067386.432000,-0.0026,0.0017,-0.0015
10,-0.2115,3.5783,1738067386.637000,-0.0010,-0.0014,-0.0004
10,-0.2616,3.4906,1738067386.844000,-0.0021,-0.0020,0.0004
10,-0.3118,3.3861,1738067387.125000,-0.0005,-0.0002,-0.0004
10,-0.2811,3.3722,1738067387.351000,-0.0021,-0.0013,-0.0002
10,-0.4372,3.3666,1738067387.629000,-0.0016,0.0002,-0.0005
10,-0.3619,3.3627,1738067387.912000,-0.0012,-0.0007,-0.0010
10,-0.4189,3.3549,1738067388.196000,0.0003,-0.0011,-0.0004
10,-0.4121,3.3527,1738067388.432000,-0.0008,-0.0002,0.0002
10,-0.4372,3.3504,1738067388.699000,-0.0010,-0.0005,-0.0004
10,-0.4372,3.2989,1738067388.986000,-0.0029,0.0005,-0.0003
10,-0.6377,3.2488,1738067389.264000,-0.0015,0.0029,0.0002
10,-0.8634,3.1437,1738067389.549000,-0.0019,0.0054,-0.0006
10,-1.0139,3.0267,1738067389.767000,-0.0006,0.0038,0.0001
10,-1.2395,2.8562,1738067390.050000,-0.0025,0.0018,-0.0012
21,-1.8914,2.5052,1738067390.850000,-0.0001,0.0042,-0.0005
24,-0.9136,5.6093,1738067392.754000,0.0002,0.0073,-0.0001
27,-1.2395,2.3121,1738067393.198000,-0.0016,0.0073,-0.0001
30,-0.2533,3.5867,1738067395.024000,-0.0028,0.0043,-0.0026
30,-0.3369,3.5640,1738067395.261000,-0.0008,-0.0001,-0.0011
30,-0.3995,3.5971,1738067395.545000,-0.0033,0.0023,-0.0018
30,-0.3118,3.6452,1738067395.813000,-0.0027,0.0010,-0.0007
30,-0.1739,3.7538,1738067396.018000,-0.0004,0.0075,-0.0014
30,0.0142,3.9405,1738067396.239000,-0.0023,0.0090,-0.0012
30,-0.0109,4.1132,1738067396.522000,-0.0047,0.0079,-0.0013
30,0.0894,4.2804,1738067396.823000,-0.0041,0.0058,-0.0016
30,0.1869,4.3862,1738067397.091000,-0.0053,0.0102,-0.0016
30,0.2761,4.4587,1738067397.312000,-0.0050,0.0103,-0.0015
30,0.2649,4.4643,1738067397.520000,-0.0042,0.0098,-0.0016
30,0.2330,4.2895,1738067397.817000,-0.0058,0.0131,-0.0021
30,0.1813,4.1132,1738067398.038000,-0.0045,0.0109,-0.0019
30,0.2649,3.8291,1738067398.307000,-0.0057,0.0102,-0.0033
30,0.1709,3.5658,1738067398.511000,-0.0042,0.0032,-0.0019
30,0.1897,3.3347,1738067398.731000,-0.0041,0.0021,-0.0016
30,0.1555,3.0039,1738067399.015000,-0.0037,0.0083,-0.0025
30,0.1574,2.6792,1738067399.299000,-0.0036,0.0083,-0.0033
30,0.2030,2.4249,1738067399.581000,-0.0039,0.0097,-0.0037
30,0.0877,2.2979,1738067399.817000,-0.0048,0.0076,-0.0031
30,-0.0092,2.2444,1738067400.084000,-0.0051,0.0118,-0.0036
30,-0.0159,2.3497,1738067400.367000,-0.0032,0.0037,-0.0022
30,-0.1324,2.5715,1738067400.667000,-0.0039,0.0064,-0.0025
30,0.0392,2.7760,1738067400.871000,-0.0031,0.0054,-0.0013
30,-0.0304,3.0323,1738067401.156000,-0.0034,0.0056,-0.0021
30,-0.0081,3.2830,1738067401.360000,-0.0061,0.0124,-0.0033
30,-0.0861,3.5353,1738067401.642000,-0.0034,0.0094,-0.0027
30,-0.1286,3.7133,1738067401.863000,-0.0022,0.0099,-0.0026
30,-0.1112,3.8942,1738067402.146000,-0.0050,0.0036,-0.0030
30,-0.1321,3.8499,1738067402.430000,-0.0049,0.0112,-0.0031
30,-0.1955,3.6649,1738067402.731000,-0.0042,0.0118,-0.0031
30,-0.2993,3.3777,1738067402.986000,-0.0045,0.0076,-0.0029
41,-0.9888,5.6344,1738067403.428000,-0.0056,0.0093,-0.0026
42,0.0342,2.5453,1738067403.725000,-0.0038,0.0036,-0.0035
42,0.1521,2.2912,1738067403.946000,-0.0073,0.0063,-0.0038
42,0.3485,2.0321,1738067404.229000,-0.0043,0.0061,-0.0022
42,0.4755,1.7580,1738067404.498000,-0.0032,0.0027,-0.0033
42,0.5449,1.5264,1738067404.704000,-0.0045,0.0051,-0.0036
42,0.6570,1.3308,1738067404.940000,-0.0047,0.0032,-0.0039
42,0.7552,1.0988,1738067405.209000,-0.0046,0.0062,-0.0037
42,0.8040,0.9644,1738067405.430000,-0.0028,-0.0003,-0.0016
42,0.8439,0.8339,1738067405.634000,-0.0056,0.0038,-0.0025
42,0.9469,0.6196,1738067405.933000,-0.0031,0.0040,-0.0028
42,0.9781,0.3689,1738067406.201000,-0.0043,0.0112,-0.0034
42,0.9018,0.2285,1738067406.499000,-0.0066,0.0136,-0.0046
42,0.8566,0.0830,1738067406.723000,-0.0097,0.0139,-0.0046
42,0.7476,-0.1263,1738067406.981000,-0.0059,0.0101,-0.0033
42,0.5783,-0.2204,1738067407.263000,-0.0074,0.0080,-0.0036
42,0.5407,-0.4084,1738067407.546000,-0.0038,0.0140,-0.0032
46,1.1801,0.5569,1738067405.634000,-0.0056,0.0038,-0.0025
46,1.1174,0.0011,1738067406.201000,-0.0043,0.0112,-0.0034
46,1.1174,-0.1827,1738067406.499000,-0.0066,0.0136,-0.0046
46,1.0338,-0.3248,1738067406.723000,-0.0097,0.0139,-0.0046
46,0.9168,-0.4937,1738067406.981000,-0.0059,0.0101,-0.0033
46,0.6410,-0.3833,1738067407.263000,-0.0074,0.0080,-0.0036
46,0.5257,-0.5940,1738067407.546000,-0.0038,0.0140,-0.0032
46,0.4473,-0.7207,1738067407.772000,-0.0043,0.0074,-0.0020
46,0.3151,-0.8221,1738067408.064000,-0.0027,0.0128,-0.0021
48,0.2047,-1.4264,1738067408.064000,-0.0027,0.0128,-0.0021
48,0.0894,-1.1857,1738067408.344000,-0.0043,0.0111,-0.0018
48,0.0957,-1.2672,1738067408.620000,-0.0055,0.0124,-0.0024
48,0.0587,-1.4141,1738067408.905000,-0.0045,0.0183,-0.0018
48,0.0192,-1.4665,1738067409.124000,-0.0034,0.0163,-0.0019
48,0.0780,-1.5139,1738067409.417000,-0.0038,0.0150,-0.0013
48,0.1563,-1.4866,1738067409.687000,-0.0061,0.0114,-0.0030
48,0.1685,-1.4750,1738067409.916000,-0.0079,0.0139,-0.0042
48,0.1878,-1.4287,1738067410.183000,-0.0061,0.0131,-0.0036
48,0.2148,-1.3487,1738067410.400000,-0.0064,0.0110,-0.0025
48,0.2649,-1.2538,1738067410.618000,-0.0070,0.0108,-0.0037
48,0.3294,-1.1821,1738067410.833000,-0.0066,0.0102,-0.0017
48,0.3606,-1.0672,1738067411.055000,-0.0075,0.0061,-0.0029
48,0.4906,-0.8472,1738067411.328000,-0.0062,0.0091,-0.0022
48,0.4062,-0.7526,1738067411.607000,-0.0056,0.0074,-0.0030
48,0.4805,-0.5940,1738067411.832000,-0.0057,0.0109,-0.0029
48,0.6159,-0.3833,1738067412.038000,-0.0071,0.0134,-0.0039
48,0.5658,-0.3583,1738067412.258000,-0.0076,0.0146,-0.0038
48,0.6460,-0.2530,1738067412.483000,-0.0062,0.0168,-0.0026
49,-0.7782,0.5996,1738067408.344000,-0.0043,0.0111,-0.0018
49,-0.7581,0.6196,1738067408.620000,-0.0055,0.0124,-0.0024
49,-0.7380,0.5293,1738067408.905000,-0.0045,0.0183,-0.0018
53,0.9503,0.3438,1738067413.257000,-0.0087,0.0180,-0.0022
53,0.9001,0.7116,1738067413.537000,-0.0095,0.0186,-0.0021
53,0.9544,0.8327,1738067413.750000,-0.0095,0.0198,-0.0026
53,1.1049,1.0897,1738067414.021000,-0.0073,0.0168,-0.0055
53,1.2023,1.2947,1738067414.256000,-0.0084,0.0154,-0.0049
53,1.3412,1.5338,1738067414.524000,-0.0074,0.0153,-0.0043
53,1.5621,1.6359,1738067414.741000,-0.0039,0.0118,-0.0032
53,1.7192,1.6393,1738067414.953000,-0.0073,0.0153,-0.0034
53,1.9281,1.6560,1738067415.182000,-0.0070,0.0172,-0.0039
53,2.2039,1.6671,1738067415.452000,-0.0075,0.0150,-0.0037
53,2.4532,1.5405,1738067415.737000,-0.0064,0.0189,-0.0041
53,2.5842,1.4972,1738067415.954000,-0.0067,0.0154,-0.0042
